time	V(n010)
2.082506906324935e-01	-3.548861e-01
2.085849448091514e-01	-3.678424e-01
2.090000000000000e-01	-3.713909e-01
2.090668508353316e-01	-3.726231e-01
2.092005525059948e-01	-3.811642e-01
2.094679558473211e-01	-4.235547e-01
2.100000000000000e-01	-5.520046e-01
2.100534806682653e-01	-5.664996e-01
2.101604420047958e-01	-5.868054e-01
2.103743646778569e-01	-5.901959e-01
2.108022100239790e-01	-5.162522e-01
2.110000000000000e-01	-4.524744e-01
2.110539671819803e-01	-4.302952e-01
2.111619015459410e-01	-3.908127e-01
2.113777702738624e-01	-3.326828e-01
2.118095077297051e-01	-2.612094e-01
2.120000000000000e-01	-2.453233e-01
2.120527781107424e-01	-2.464089e-01
2.121583343322271e-01	-2.523459e-01
2.123694467751966e-01	-2.804296e-01
2.127916716611357e-01	-3.722117e-01
2.130000000000000e-01	-4.314606e-01
2.130630066226049e-01	-4.497719e-01
2.131890198678148e-01	-4.793439e-01
2.134410463582345e-01	-5.088482e-01
2.139450993390739e-01	-5.129252e-01
2.140000000000000e-01	-5.087414e-01
2.140612012968715e-01	-5.000730e-01
2.141836038906146e-01	-4.820162e-01
2.144284090781008e-01	-4.428259e-01
2.149180194530732e-01	-3.585644e-01
2.150000000000000e-01	-3.436911e-01
2.150628427235847e-01	-3.340768e-01
2.151885281707542e-01	-3.195365e-01
2.154398990650931e-01	-3.101854e-01
2.159426408537710e-01	-3.281472e-01
2.160000000000000e-01	-3.334332e-01
2.160592151796260e-01	-3.418066e-01
2.161776455388779e-01	-3.596883e-01
2.164145062573819e-01	-4.002875e-01
2.168882276943897e-01	-4.910175e-01
2.170000000000000e-01	-5.141801e-01
2.170386129368735e-01	-5.210104e-01
2.171158388106204e-01	-5.309722e-01
2.172702905581143e-01	-5.345573e-01
2.175791940531020e-01	-4.939020e-01
2.180000000000000e-01	-3.842697e-01
2.180617806989975e-01	-3.567247e-01
2.181853420969926e-01	-2.967240e-01
2.184324648929828e-01	-1.562757e-01
2.189084540491670e-01	1.521235e-01
2.190000000000000e-01	2.170831e-01
2.190602217809327e-01	2.613213e-01
2.191806653427981e-01	3.471293e-01
2.194215524665288e-01	5.074839e-01
2.199033267139903e-01	8.063874e-01
2.200000000000000e-01	8.629538e-01
2.200810640963257e-01	9.061789e-01
2.202431922889772e-01	9.886490e-01
2.205409901578269e-01	1.126645e+00
2.210000000000000e-01	1.321434e+00
2.210595595737699e-01	1.342475e+00
2.211786787213098e-01	1.381301e+00
2.214169170163895e-01	1.445141e+00
2.218933936065489e-01	1.545763e+00
2.220000000000000e-01	1.563556e+00
2.220952953180319e-01	1.574033e+00
2.222858859540957e-01	1.590643e+00
2.226670672262232e-01	1.610589e+00
2.230000000000000e-01	1.618217e+00
2.230762362544255e-01	1.611272e+00
2.232287087632765e-01	1.584195e+00
2.235336537809786e-01	1.481055e+00
2.240000000000000e-01	1.258562e+00
2.240609890035404e-01	1.221062e+00
2.241829670106212e-01	1.149378e+00
2.244269230247828e-01	1.019965e+00
2.249148350531061e-01	7.878208e-01
2.250000000000000e-01	7.509161e-01
2.250975824056647e-01	7.138332e-01
2.252927472169940e-01	6.438465e-01
2.256830768396526e-01	5.163839e-01
2.260000000000000e-01	4.214536e-01
2.260780659245317e-01	3.976680e-01
2.262341977735952e-01	3.450027e-01
2.265464614717221e-01	2.211595e-01
2.270000000000000e-01	1.810504e-02
2.270624527396254e-01	-1.126895e-02
2.271873582188761e-01	-6.551368e-02
2.274079812486134e-01	-1.461493e-01
2.277573170545605e-01	-2.467314e-01
2.280000000000000e-01	-3.020175e-01
2.280604927724884e-01	-3.125354e-01
2.281814783174652e-01	-3.336389e-01
2.284234494074188e-01	-3.761065e-01
2.289073915873260e-01	-4.615337e-01
2.290000000000000e-01	-4.779547e-01
2.290967884359814e-01	-4.969177e-01
2.292903653079443e-01	-5.383001e-01
2.296775190518701e-01	-6.314688e-01
2.300000000000000e-01	-7.163792e-01
2.300774307487852e-01	-7.338556e-01
2.302322922463555e-01	-7.592615e-01
2.305420152414961e-01	-7.751188e-01
2.310000000000000e-01	-7.539629e-01
2.310588170343890e-01	-7.455363e-01
2.311764511031671e-01	-7.307488e-01
2.314117192407233e-01	-7.098984e-01
2.318822555158357e-01	-6.854733e-01
2.320000000000000e-01	-6.827398e-01
2.320941072550225e-01	-6.803036e-01
2.322823217650675e-01	-6.707399e-01
2.326587507851574e-01	-6.371468e-01
2.330000000000000e-01	-5.956073e-01
2.330398233424421e-01	-5.894374e-01
2.331194700273262e-01	-5.770909e-01
2.332787633970945e-01	-5.523552e-01
2.335973501366310e-01	-5.027543e-01
2.340000000000000e-01	-4.399304e-01
2.340637173479073e-01	-4.279841e-01
2.341911520437220e-01	-3.999193e-01
2.344460214353512e-01	-3.262582e-01
2.349557602186097e-01	-1.467963e-01
2.350000000000000e-01	-1.290672e-01
2.350164227467425e-01	-1.221618e-01
2.350492682402274e-01	-1.089999e-01
2.351149592271972e-01	-8.559576e-02
2.352463412011369e-01	-4.960232e-02
2.355091051490163e-01	-3.819243e-03
2.356997668928728e-01	9.955431e-03
2.358607643738031e-01	6.852713e-03
2.360000000000000e-01	-3.193974e-03
2.360232780884609e-01	-5.935388e-03
2.360543155397420e-01	-9.644775e-03
2.361163904423043e-01	-1.730971e-02
2.362405402474288e-01	-3.354428e-02
2.364888398576778e-01	-6.907392e-02
2.370000000000000e-01	-1.478100e-01
2.370291218436482e-01	-1.523510e-01
2.370873655309447e-01	-1.606324e-01
2.372038529055376e-01	-1.735961e-01
2.374368276547234e-01	-1.869367e-01
2.379027771530951e-01	-1.897673e-01
2.380000000000000e-01	-1.864684e-01
2.380554796361715e-01	-1.838946e-01
2.381664389085145e-01	-1.809039e-01
2.383883574532006e-01	-1.841159e-01
2.388321945425727e-01	-2.097946e-01
2.390000000000000e-01	-2.252436e-01
2.390646225748257e-01	-2.323024e-01
2.391938677244772e-01	-2.448627e-01
2.394523580237801e-01	-2.634655e-01
2.399693386223860e-01	-2.888925e-01
2.400000000000000e-01	-2.898621e-01
2.400613227552281e-01	-2.903112e-01
2.401839682656842e-01	-2.896132e-01
2.404292592865965e-01	-2.814698e-01
2.409198413284211e-01	-2.523373e-01
2.410000000000000e-01	-2.459473e-01
2.410932196043774e-01	-2.351143e-01
2.412796588131322e-01	-2.094526e-01
2.416525372306417e-01	-1.456917e-01
2.420000000000000e-01	-7.646642e-02
2.420720327779445e-01	-6.103880e-02
2.422160983338335e-01	-3.227566e-02
2.425042294456115e-01	1.784425e-02
2.428829472447521e-01	7.428148e-02
2.430000000000000e-01	8.952919e-02
2.430578732950284e-01	9.511945e-02
2.431736198850853e-01	1.037678e-01
2.434051130651991e-01	1.110969e-01
2.437866143324594e-01	1.051978e-01
2.440000000000000e-01	9.401236e-02
2.440505140004830e-01	8.925085e-02
2.441515420014491e-01	7.864162e-02
2.443535980033811e-01	5.271943e-02
2.447577100072453e-01	-9.894255e-03
2.450000000000000e-01	-5.260020e-02
2.450503503918517e-01	-6.161112e-02
2.451510511755551e-01	-7.777121e-02
2.453524527429619e-01	-1.023667e-01
2.457201178355646e-01	-1.304321e-01
2.460000000000000e-01	-1.415219e-01
2.460557998436541e-01	-1.402683e-01
2.461673995309623e-01	-1.345486e-01
2.463905989055788e-01	-1.105929e-01
2.467454468945263e-01	-4.964301e-02
2.470000000000000e-01	7.039098e-03
2.470450752848462e-01	1.821097e-02
2.471352258545387e-01	3.853759e-02
2.473016157068075e-01	6.887277e-02
2.475543559275971e-01	9.854538e-02
2.480000000000000e-01	1.270369e-01
2.480495472545312e-01	1.277618e-01
2.481486417635936e-01	1.306529e-01
2.483468307817183e-01	1.426475e-01
2.487432088179679e-01	1.810990e-01
2.490000000000000e-01	2.135277e-01
2.490383880808023e-01	2.186749e-01
2.491151642424070e-01	2.272557e-01
2.492687165656164e-01	2.368520e-01
2.495758212120352e-01	2.337871e-01
2.500000000000000e-01	2.039335e-01
2.500490882023387e-01	1.964130e-01
2.501472646070160e-01	1.799466e-01
2.503436174163707e-01	1.408228e-01
2.507363230350800e-01	4.801848e-02
2.510000000000000e-01	-2.214689e-02
2.510612680482101e-01	-3.793112e-02
2.511838041446302e-01	-6.481563e-02
2.514212558427127e-01	-1.010733e-01
2.517087695558327e-01	-1.221734e-01
2.520000000000000e-01	-1.254728e-01
2.521454155539123e-01	-1.177517e-01
2.523393029591288e-01	-1.054425e-01
2.527270777695616e-01	-7.665323e-02
2.530000000000000e-01	-5.402791e-02
2.530134187041131e-01	-5.280035e-02
2.530313103095972e-01	-5.115313e-02
2.530670935205655e-01	-4.782159e-02
2.531386599425020e-01	-4.101755e-02
2.532817927863750e-01	-2.689930e-02
2.535680584741211e-01	2.860088e-03
2.540000000000000e-01	4.969432e-02
2.540120683625797e-01	5.106900e-02
2.540281595126859e-01	5.291215e-02
2.540603418128984e-01	5.663130e-02
2.541247064133233e-01	6.419453e-02
2.542534356141731e-01	7.977770e-02
2.545108940158728e-01	1.124504e-01
2.550000000000000e-01	1.769595e-01
2.551544750410198e-01	1.965044e-01
2.553604417623795e-01	2.188114e-01
2.557723752050990e-01	2.561222e-01
2.560000000000000e-01	2.735201e-01
2.560823866885439e-01	2.814538e-01
2.562471600656317e-01	3.027920e-01
2.565767068198073e-01	3.644381e-01
2.570000000000000e-01	4.645115e-01
2.570659093508351e-01	4.842840e-01
2.571977280525053e-01	5.249702e-01
2.574613654558458e-01	6.111369e-01
2.579886402625267e-01	7.919776e-01
2.580000000000000e-01	7.960162e-01
2.580227194749466e-01	8.037395e-01
2.580681584248398e-01	8.178648e-01
2.581590363246261e-01	8.401206e-01
2.583407921241988e-01	8.630197e-01
2.587043037233442e-01	8.566890e-01
2.590000000000000e-01	8.171011e-01
2.590421545702674e-01	8.071582e-01
2.591264637108021e-01	7.886556e-01
2.592950819918715e-01	7.576614e-01
2.596323185540104e-01	7.118893e-01
2.600000000000000e-01	6.765238e-01
2.600674473124278e-01	6.738816e-01
2.602023419372833e-01	6.706272e-01
2.604721311869944e-01	6.725230e-01
2.610000000000000e-01	6.906299e-01
2.610539578499422e-01	6.936883e-01
2.611618735498267e-01	6.984133e-01
2.613777049495956e-01	7.019083e-01
2.618093677491333e-01	6.960930e-01
2.620000000000000e-01	6.890462e-01
2.620863325599075e-01	6.840530e-01
2.622589976797227e-01	6.739619e-01
2.626043279193528e-01	6.534239e-01
2.630000000000000e-01	6.295424e-01
2.630690660479261e-01	6.262454e-01
2.632071981437781e-01	6.216055e-01
2.634834623354823e-01	6.202375e-01
2.640000000000000e-01	6.305962e-01
2.640552528383409e-01	6.336333e-01
2.641657585150225e-01	6.401585e-01
2.643867698683858e-01	6.551457e-01
2.648287925751125e-01	6.891981e-01
2.650000000000000e-01	7.036337e-01
2.650884045413454e-01	7.145677e-01
2.652652136240360e-01	7.423449e-01
2.656188317894174e-01	8.171661e-01
2.660000000000000e-01	9.154937e-01
2.660707236330763e-01	9.332476e-01
2.662121708992288e-01	9.604756e-01
2.664950654315338e-01	9.821071e-01
2.670000000000000e-01	9.696869e-01
2.670565789064610e-01	9.640056e-01
2.671697367193830e-01	9.584969e-01
2.673960523452271e-01	9.723925e-01
2.678486835969152e-01	1.051407e+00
2.680000000000000e-01	1.091285e+00
2.680451150657639e-01	1.103360e+00
2.681353451972917e-01	1.120705e+00
2.683158054603472e-01	1.125698e+00
2.686767259864582e-01	1.060271e+00
2.690000000000000e-01	9.466887e-01
2.690721841052222e-01	9.116299e-01
2.692165523156667e-01	8.474144e-01
2.695052887365555e-01	7.419218e-01
2.700000000000000e-01	5.953298e-01
2.700577472841778e-01	5.859828e-01
2.701732418525333e-01	5.735287e-01
2.704042309892444e-01	5.751807e-01
2.708662092626665e-01	6.320651e-01
2.710000000000000e-01	6.606992e-01
2.710676033255778e-01	6.772360e-01
2.712028099767335e-01	7.043836e-01
2.714732232790447e-01	7.342667e-01
2.720000000000000e-01	7.508802e-01
2.720540826604623e-01	7.479948e-01
2.721622479813868e-01	7.439108e-01
2.723785786232357e-01	7.429377e-01
2.728112399069337e-01	7.564210e-01
2.730000000000000e-01	7.676327e-01
2.730865322567396e-01	7.737638e-01
2.732595967702188e-01	7.837852e-01
2.736057257971772e-01	7.963929e-01
2.740000000000000e-01	8.035317e-01
2.740692258053917e-01	8.022522e-01
2.742076774161750e-01	7.972812e-01
2.744845806377417e-01	7.775847e-01
2.750000000000000e-01	7.250699e-01
2.750553806443133e-01	7.178332e-01
2.751661419329400e-01	7.044811e-01
2.753876645101934e-01	6.825573e-01
2.758307096647001e-01	6.487389e-01
2.760000000000000e-01	6.388394e-01
2.760740120426831e-01	6.316782e-01
2.762220361280494e-01	6.092234e-01
2.765180842987818e-01	5.333330e-01
2.770000000000000e-01	3.660721e-01
2.770592096341465e-01	3.425141e-01
2.771776289024395e-01	3.026863e-01
2.774144674390255e-01	2.511395e-01
2.777886515514708e-01	2.180673e-01
2.780000000000000e-01	2.207381e-01
2.780449435169080e-01	2.245823e-01
2.781348305507240e-01	2.309228e-01
2.783146046183559e-01	2.377640e-01
2.786741527536197e-01	2.365839e-01
2.790000000000000e-01	2.245444e-01
2.790719096270528e-01	2.200385e-01
2.792157288811583e-01	2.123383e-01
2.795033673893694e-01	2.020530e-01
2.800000000000000e-01	1.919717e-01
2.800575277016422e-01	1.909305e-01
2.801725831049267e-01	1.868064e-01
2.804026939114955e-01	1.698772e-01
2.808629155246332e-01	1.184489e-01
2.810000000000000e-01	9.902627e-02
2.810628557735659e-01	8.869284e-02
2.811885673206976e-01	6.819691e-02
2.814399904149609e-01	2.791244e-02
2.820000000000000e-01	-6.024101e-02
2.822929687500000e-01	-1.043421e-01
2.826835937500000e-01	-1.615955e-01
2.830000000000000e-01	-2.071071e-01
2.830781250000000e-01	-2.152992e-01
2.832343750000000e-01	-2.258794e-01
2.835468750000000e-01	-2.259491e-01
2.840000000000000e-01	-1.996814e-01
2.840503331891909e-01	-1.936131e-01
2.841509995675728e-01	-1.820138e-01
2.843523323243364e-01	-1.611122e-01
2.847549978378637e-01	-1.245716e-01
2.850000000000000e-01	-1.049021e-01
2.850321228787671e-01	-1.025140e-01
2.850963686363011e-01	-9.745678e-02
2.852248601513692e-01	-8.608923e-02
2.854818431815054e-01	-5.903570e-02
2.859958092417778e-01	2.472710e-03
2.860000000000000e-01	3.020566e-03
2.860083815164446e-01	4.156461e-03
2.860251445493337e-01	6.331020e-03
2.860586706151119e-01	1.026549e-02
2.861257227466684e-01	1.656677e-02
2.862598270097813e-01	2.346361e-02
2.865280355360070e-01	2.254375e-02
2.867761444430022e-01	7.177390e-03
2.870000000000000e-01	-1.672869e-02
2.870301938075993e-01	-2.030450e-02
2.870905814227977e-01	-2.573572e-02
2.872009959371594e-01	-3.037609e-02
2.873124901097167e-01	-2.695303e-02
2.875354784548313e-01	-1.204807e-03
2.877381747740411e-01	3.968722e-02
2.879563871565317e-01	9.933034e-02
2.880000000000000e-01	1.131403e-01
2.880099254756068e-01	1.165218e-01
2.880297764268204e-01	1.231272e-01
2.880694783292475e-01	1.356845e-01
2.881488821341018e-01	1.583594e-01
2.883076897438103e-01	1.957746e-01
2.885603459366041e-01	2.379418e-01
2.889046424263496e-01	2.737267e-01
2.890000000000000e-01	2.792737e-01
2.890451015188530e-01	2.796214e-01
2.891353045565591e-01	2.785431e-01
2.893157106319713e-01	2.686090e-01
2.896765227827955e-01	2.289638e-01
2.900000000000000e-01	1.789895e-01
2.900721624301648e-01	1.664195e-01
2.902164872904945e-01	1.451546e-01
2.905051370111540e-01	1.171789e-01
2.909543559146556e-01	9.416431e-02
2.910000000000000e-01	9.339336e-02
2.910481119065192e-01	9.389640e-02
2.911443357195578e-01	9.544867e-02
2.913367833456350e-01	1.009380e-01
2.917216785977893e-01	1.176331e-01
2.920000000000000e-01	1.330371e-01
2.920769790504308e-01	1.361513e-01
2.922309371512926e-01	1.381985e-01
2.925388533530160e-01	1.269053e-01
2.930000000000000e-01	9.009314e-02
2.930463722132234e-01	8.399729e-02
2.931391166396704e-01	7.169271e-02
2.933246054925643e-01	4.657467e-02
2.936955831983522e-01	-4.929809e-03
2.940000000000000e-01	-4.803651e-02
2.940489117703758e-01	-5.411537e-02
2.941467353111276e-01	-6.412846e-02
2.943423823926309e-01	-7.608133e-02
2.946199512440875e-01	-7.750806e-02
2.950000000000000e-01	-6.219165e-02
2.950447832145895e-01	-5.854800e-02
2.951343496437685e-01	-5.200309e-02
2.953134825021265e-01	-4.206216e-02
2.956531065969606e-01	-3.101921e-02
2.960000000000000e-01	-2.624526e-02
2.960417201477346e-01	-2.600980e-02
2.961251604432037e-01	-2.446585e-02
2.962920410341420e-01	-1.774427e-02
2.964646151850918e-01	-5.485458e-03
2.967638039964072e-01	2.561800e-02
2.970000000000000e-01	5.577863e-02
2.970359131602822e-01	6.093245e-02
2.971077394808465e-01	7.062206e-02
2.972513921219752e-01	8.727103e-02
2.975386974042326e-01	1.120414e-01
2.980000000000000e-01	1.402958e-01
2.980510934367180e-01	1.415944e-01
2.981532803101540e-01	1.435383e-01
2.983576540570259e-01	1.446017e-01
2.987664015507698e-01	1.403311e-01
2.990000000000000e-01	1.349706e-01
2.990817494987488e-01	1.340320e-01
2.992452484962463e-01	1.359604e-01
2.995722464912414e-01	1.531018e-01
3.000000000000000e-01	1.904362e-01
3.000535028419800e-01	1.945661e-01
3.001605085259399e-01	1.971293e-01
3.003745198938597e-01	1.807472e-01
3.006863706453670e-01	1.181538e-01
3.010000000000000e-01	2.411582e-02
3.010245123017655e-01	1.478556e-02
3.010735369052966e-01	-2.883732e-03
3.011715861123589e-01	-3.446322e-02
3.013063708234572e-01	-6.928860e-02
3.015759402456539e-01	-1.145038e-01
3.019849868236119e-01	-1.526380e-01
3.020000000000000e-01	-1.531923e-01
3.020254722853151e-01	-1.533977e-01
3.020764168559454e-01	-1.541421e-01
3.021783059972061e-01	-1.571089e-01
3.023820842797273e-01	-1.682816e-01
3.027896408447698e-01	-2.019527e-01
3.030000000000000e-01	-2.239962e-01
3.030473041823269e-01	-2.289697e-01
3.031419125469809e-01	-2.368870e-01
3.033311292762889e-01	-2.439187e-01
3.037095627349047e-01	-2.365848e-01
3.040000000000000e-01	-2.176852e-01
3.040522991111680e-01	-2.124707e-01
3.041568973335040e-01	-2.032027e-01
3.043660937781759e-01	-1.896407e-01
3.047844866675198e-01	-1.735275e-01
3.050000000000000e-01	-1.697412e-01
3.050798959461819e-01	-1.674232e-01
3.052396878385457e-01	-1.578749e-01
3.055592716232733e-01	-1.212836e-01
3.060000000000000e-01	-5.006978e-02
3.060463122682506e-01	-4.021238e-02
3.061389368047520e-01	-2.076312e-02
3.063241858777546e-01	1.699900e-02
3.066946840237599e-01	8.971454e-02
3.070000000000000e-01	1.477601e-01
3.070613947525181e-01	1.557223e-01
3.071841842575544e-01	1.645917e-01
3.074297632676271e-01	1.575752e-01
3.077302207908644e-01	1.139229e-01
3.080000000000000e-01	5.013020e-02
3.080229954135344e-01	4.308458e-02
3.080689862406031e-01	2.970282e-02
3.081609678947407e-01	5.793970e-03
3.083071893683851e-01	-2.506877e-02
3.085416087096460e-01	-6.066629e-02
3.087659557464275e-01	-8.080488e-02
3.090000000000000e-01	-9.093273e-02
3.090309105099768e-01	-9.109524e-02
3.090927315299303e-01	-9.167075e-02
3.092163735698374e-01	-9.392375e-02
3.094636576496516e-01	-1.022370e-01
3.099582258092800e-01	-1.256540e-01
3.100000000000000e-01	-1.280758e-01
3.100347952702743e-01	-1.299062e-01
3.101043858108231e-01	-1.325434e-01
3.102435668919205e-01	-1.332683e-01
3.105219290541154e-01	-1.200842e-01
3.110000000000000e-01	-7.621048e-02
3.110556724324390e-01	-6.869540e-02
3.111670172973169e-01	-5.498166e-02
3.113897070270729e-01	-3.254386e-02
3.117222450658990e-01	-7.823421e-03
3.120000000000000e-01	7.013976e-03
3.120172306377336e-01	7.478617e-03
3.120516919132009e-01	8.094523e-03
3.121206144641354e-01	8.083848e-03
3.122227831004836e-01	4.864409e-03
3.124271203731799e-01	-1.023419e-02
3.126595898333472e-01	-3.957041e-02
3.129934619788925e-01	-9.588625e-02
3.130000000000000e-01	-9.717087e-02
3.130392281266450e-01	-1.053339e-01
3.130915322955051e-01	-1.156924e-01
3.131961406332252e-01	-1.347158e-01
3.134053573086653e-01	-1.668899e-01
3.138237906595456e-01	-2.190027e-01
3.140000000000000e-01	-2.368540e-01
3.140670059814000e-01	-2.389496e-01
3.142010179442000e-01	-2.361190e-01
3.144690418698000e-01	-2.045327e-01
3.148566812382225e-01	-1.212429e-01
3.150000000000000e-01	-7.983293e-02
3.150345786471654e-01	-6.940430e-02
3.151037359414962e-01	-5.165305e-02
3.152208524370332e-01	-3.042432e-02
3.153408306052458e-01	-2.038006e-02
3.154942148835719e-01	-2.359053e-02
3.156413051548663e-01	-4.331963e-02
3.158863175946815e-01	-1.010604e-01
3.160000000000000e-01	-1.359137e-01
3.160315695131612e-01	-1.469190e-01
3.160947085394836e-01	-1.674024e-01
3.162209865921283e-01	-2.016004e-01
3.164735426974179e-01	-2.466403e-01
3.169786549079970e-01	-2.959577e-01
3.170000000000000e-01	-2.967133e-01
3.170426901840060e-01	-2.957279e-01
3.171280705520181e-01	-2.922300e-01
3.172988312880423e-01	-2.785011e-01
3.176403527600907e-01	-2.330358e-01
3.180000000000000e-01	-1.695958e-01
3.180683042944097e-01	-1.565111e-01
3.182049128832291e-01	-1.347661e-01
3.184781300608677e-01	-1.071453e-01
3.188452295017080e-01	-9.161749e-02
3.190000000000000e-01	-9.199886e-02
3.191297026337824e-01	-9.726644e-02
3.193026394788257e-01	-1.054934e-01
3.196485131689122e-01	-1.247231e-01
3.200000000000000e-01	-1.465753e-01
3.200691747380173e-01	-1.492321e-01
3.202075242140519e-01	-1.501193e-01
3.204842231661211e-01	-1.355812e-01
3.208863521135480e-01	-9.143780e-02
3.210000000000000e-01	-7.402972e-02
3.210497935388733e-01	-6.563137e-02
3.211493806166199e-01	-5.052851e-02
3.213485547721131e-01	-2.637114e-02
3.215959259810012e-01	-5.605919e-03
3.218528450636789e-01	6.970734e-03
3.220000000000000e-01	1.066062e-02
3.220259675480225e-01	1.099668e-02
3.220779026440674e-01	1.205873e-02
3.221817728361573e-01	1.577121e-02
3.223513826265090e-01	2.626881e-02
3.226906022072124e-01	5.807945e-02
3.230000000000000e-01	9.496374e-02
3.230445220373054e-01	1.006408e-01
3.231335661119161e-01	1.102129e-01
3.233116542611376e-01	1.215877e-01
3.236678305595806e-01	1.243711e-01
3.240000000000000e-01	1.117805e-01
3.240476878246279e-01	1.082404e-01
3.241430634738836e-01	1.023026e-01
3.243338147723951e-01	9.481007e-02
3.246190344776466e-01	9.185478e-02
3.249080619825462e-01	9.627690e-02
3.250000000000000e-01	9.931809e-02
3.250397084483623e-01	1.001856e-01
3.251191253450869e-01	9.989145e-02
3.252779591385361e-01	9.097521e-02
3.255484126250074e-01	5.575147e-02
3.259055401649304e-01	-1.488746e-02
3.260000000000000e-01	-3.823611e-02
3.260360238555915e-01	-4.746120e-02
3.261080715667744e-01	-6.383536e-02
3.262521669891402e-01	-8.840904e-02
3.264724740771520e-01	-1.100910e-01
3.266788215233818e-01	-1.140754e-01
3.269104021982256e-01	-1.033082e-01
3.270000000000000e-01	-9.542932e-02
3.270645117433513e-01	-8.753264e-02
3.271505274011529e-01	-7.635614e-02
3.273225587167562e-01	-5.192079e-02
3.276666213479628e-01	2.240283e-03
3.280000000000000e-01	5.891750e-02
3.280253185700014e-01	6.341080e-02
3.280759557100041e-01	7.204546e-02
3.281772299900095e-01	8.772846e-02
3.283797785500204e-01	1.142120e-01
3.286590043259257e-01	1.422579e-01
3.290000000000000e-01	1.681095e-01
3.290161595290302e-01	1.688530e-01
3.290377055677372e-01	1.695619e-01
3.290807976451511e-01	1.700699e-01
3.291669817999790e-01	1.676699e-01
3.293393501096347e-01	1.507376e-01
3.296840867289462e-01	8.651363e-02
3.300000000000000e-01	4.901315e-03
3.300186848979884e-01	-1.123459e-03
3.300560546939652e-01	-1.264242e-02
3.301307942859188e-01	-3.345206e-02
3.302623009335046e-01	-6.306770e-02
3.305253142286763e-01	-1.029341e-01
3.308477662493240e-01	-1.286439e-01
3.310000000000000e-01	-1.324293e-01
3.310356074186195e-01	-1.317277e-01
3.311068222558586e-01	-1.300922e-01
3.312492519303367e-01	-1.258130e-01
3.315074577186494e-01	-1.150368e-01
3.320000000000000e-01	-8.961314e-02
3.320516411576626e-01	-8.621781e-02
3.321549234729876e-01	-7.921427e-02
3.323614881036379e-01	-6.428597e-02
3.327746173649382e-01	-3.236265e-02
3.330000000000000e-01	-1.404812e-02
3.330826258522601e-01	-7.360271e-03
3.332478775567803e-01	5.357153e-03
3.335783809658205e-01	2.851599e-02
3.340000000000000e-01	5.557076e-02
3.340612286753359e-01	5.819409e-02
3.341836860260077e-01	6.153212e-02
3.344286007273514e-01	6.169341e-02
3.347042223127651e-01	5.323844e-02
3.349835201394752e-01	3.770624e-02
3.350000000000000e-01	3.653606e-02
3.350272063892301e-01	3.466386e-02
3.350816191676904e-01	3.159065e-02
3.351904447246108e-01	2.822562e-02
3.353733522931371e-01	2.935606e-02
3.356084131037362e-01	4.125303e-02
3.358691508826345e-01	6.502653e-02
3.360000000000000e-01	8.064050e-02
3.360324937338302e-01	8.440234e-02
3.360974812014904e-01	9.004775e-02
3.362274561368109e-01	9.352264e-02
3.364503299306036e-01	7.987702e-02
3.367545119256395e-01	3.188756e-02
3.370000000000000e-01	-2.506392e-02
3.370314171371156e-01	-3.437161e-02
3.370942514113467e-01	-5.272447e-02
3.372199199598089e-01	-8.829759e-02
3.374712570567333e-01	-1.556202e-01
3.379523085696874e-01	-2.779232e-01
3.380000000000000e-01	-2.895478e-01
3.380307188501051e-01	-2.960272e-01
3.380921565503153e-01	-3.071634e-01
3.382150319507358e-01	-3.212569e-01
3.384607827515766e-01	-3.220445e-01
3.389093206940952e-01	-2.767191e-01
3.390000000000000e-01	-2.602400e-01
3.391400049984039e-01	-2.273581e-01
3.393266783296091e-01	-1.854217e-01
3.397000249920195e-01	-1.055825e-01
3.400000000000000e-01	-4.405910e-02
3.400406198472702e-01	-3.649906e-02
3.401218595418105e-01	-2.231362e-02
3.402843389308912e-01	2.619339e-03
3.404945627221208e-01	2.796722e-02
3.409150103045800e-01	6.607405e-02
3.410000000000000e-01	7.193130e-02
3.410447996326812e-01	7.370905e-02
3.411343988980435e-01	7.602865e-02
3.413135974287682e-01	7.533308e-02
3.416608852457034e-01	6.058059e-02
3.420000000000000e-01	3.550173e-02
3.420481644340890e-01	3.078482e-02
3.421444933022669e-01	2.227364e-02
3.423371510386226e-01	8.575682e-03
3.425813623896304e-01	-3.537267e-03
3.428417125902864e-01	-1.111811e-02
3.430000000000000e-01	-1.348709e-02
3.430263079869129e-01	-1.356460e-02
3.430789239607387e-01	-1.366603e-02
3.431841559083903e-01	-1.361712e-02
3.433946198036935e-01	-1.261986e-02
3.438155475942998e-01	-8.740941e-03
3.440000000000000e-01	-6.385377e-03
3.440041062165891e-01	-6.318535e-03
3.440123186497673e-01	-6.207833e-03
3.440287435161236e-01	-6.072462e-03
3.440615932488361e-01	-6.107698e-03
3.441272927142612e-01	-7.338428e-03
3.442586916451115e-01	-1.349878e-02
3.444499063425562e-01	-3.023583e-02
3.447451863085629e-01	-6.958491e-02
3.450000000000000e-01	-1.124474e-01
3.450407525591562e-01	-1.199860e-01
3.451222576774684e-01	-1.335016e-01
3.452852679140929e-01	-1.536749e-01
3.456112883873419e-01	-1.749146e-01
3.460000000000000e-01	-1.814151e-01
3.460478650466633e-01	-1.793460e-01
3.461435951399899e-01	-1.745342e-01
3.463350553266430e-01	-1.619708e-01
3.467179756999493e-01	-1.297650e-01
